"","D","mean.SST","sd.SST","N","se.SST","CL95.SST"
"565",76150000,19.8566765132627,1.05412924786729,23,0.219801142459473,0.376710919827563
"566",76350000,19.0545744282323,0.972641091641692,23,0.202809687311501,0.347589748634463
"567",76550000,18.5713814468171,0.817850756650892,23,0.170533671309196,0.292272803779005
"568",76750000,18.7629002709524,0.75541657884383,23,0.157515245306621,0.26996089411711
"569",76950000,18.8054030347948,0.909465666305929,23,0.189636700514808,0.325012941628223
"570",77150000,19.5262983528725,1.06223684414444,23,0.221491693146615,0.379608306516469
"571",77350000,20.3275683216402,1.18088151067385,23,0.246230816268991,0.422007985257339
"572",77550000,21.0298661939414,0.901959395634487,22,0.192298389272946,0.330204097342421
"573",77750000,21.3799753052043,0.852459404670007,22,0.181744955739723,0.312082328320451
"574",77950000,21.889633292997,0.812412520137526,22,0.173206931269587,0.297421307633237
"575",78150000,22.1824391382144,0.781889926012441,22,0.166699492337088,0.286247095478672
"576",78350000,22.5370390149152,0.823350538009335,22,0.175538924515368,0.301425676716321
"577",78550000,22.659240544746,0.542266426512726,22,0.11561159058811,0.198521792391525
"578",78750000,22.6573805617634,0.46227545473088,22,0.0985574581022391,0.169237384733476
"579",78950000,22.770767250754,0.411976214700994,22,0.0878336240957246,0.150823013497402
"580",79150000,22.6540724159702,0.415412205876581,22,0.0885661798757513,0.152080917533995
"581",79350000,22.5068710178956,0.498644079842876,22,0.106311275028985,0.182551807849213
"582",79550000,22.3480848951202,0.508276640106162,22,0.108364943777456,0.186078253587491
"583",79750000,22.2085937868942,0.652706816925141,21,0.142432304532054,0.245089377154673
"584",79950000,21.954646188632,0.821807940062371,21,0.179333194859598,0.308586322293232
"585",80150000,21.2106667073803,0.855882935119838,21,0.18676896839084,0.321381376824034
"586",80350000,20.500822617694,1.23949787165339,21,0.270480610504206,0.465427590873337
"587",80550000,20.3968766105036,1.02769578866052,21,0.224261606805913,0.385896568284463
"588",80750000,19.7699967393366,0.854329109667591,21,0.186429895878856,0.320797920205498
"589",80950000,19.519653803724,1.00833505615199,21,0.220036748604478,0.378626673518958
"590",81150000,20.1027585481759,0.908950635316765,21,0.198349289967489,0.341308132989332
"591",81350000,20.1028123564903,0.971074431008996,21,0.2119058135969,0.364635424811442
"592",81550000,21.0976603917516,1.11010479996564,21,0.242244727389351,0.416840895398824
"593",81750000,21.4990636936882,0.85254241253723,21,0.186040006600577,0.320127020997019
"594",81950000,21.9746722444279,0.65604826424431,21,0.143161468116378,0.246344080217387
"595",82150000,22.2729123489234,0.553944085733446,21,0.120880509697458,0.208004279150184
"596",82350000,22.4417003589771,0.550452397162091,21,0.120118560784056,0.206693160965141
"597",82550000,22.5094604765924,0.53311114956196,21,0.116334390318695,0.200181576493842
"598",82750000,22.813634180912,0.519144260634821,20,0.116084185690833,0.200212512775584
"599",82950000,22.8465165133218,0.489253332100607,20,0.109400370879524,0.188684815438215
"600",83150000,22.8613932117752,0.506044409275779,20,0.113154969877437,0.195160440824767
"601",83350000,22.8730111064955,0.786879915058885,20,0.175951698020093,0.303467103448143
"602",83550000,22.782975473846,0.805772327372748,20,0.180176169839368,0.310753127061552
"603",83750000,22.8962121142001,0.842363480082057,20,0.188358200322677,0.324864824300249
"604",83950000,22.9123640512171,1.0184465696254,20,0.227731576113387,0.392772803811862
"605",84150000,22.5435741743614,1.22521332574062,20,0.273966028329461,0.472514207000375
"606",84350000,21.2952762547129,1.34251735117645,20,0.300196005820349,0.517753527690311
"607",84550000,19.6086245612997,1.13910800495477,20,0.254712293279304,0.439306938915006
"608",84750000,18.9773627131367,0.667879836712517,20,0.149342471569065,0.257573685158045
"609",84950000,18.8662207023802,0.690281718299498,20,0.154351684574304,0.266213166210857
"610",85150000,19.3888864764823,0.776022104240893,20,0.173523817712507,0.299279693990021
"611",85350000,19.1848756956159,0.890814955758375,20,0.199192279644919,0.343550558552571
"612",85550000,20.4732873403848,0.959543215769214,20,0.214560385780871,0.37005621156439
"613",85750000,22.5054879124405,0.858316452063823,19,0.196911298743399,0.340485787616498
"614",85950000,22.0842489064227,1.10473808525146,19,0.253444298562723,0.438238852537823
"615",86150000,22.4893521883758,1.07593056437165,19,0.246835400019089,0.42681118921801
"616",86350000,22.889489586305,0.909107517396831,19,0.208563568270839,0.360634109185084
"617",86550000,22.8834182425446,0.85141281668157,19,0.195327496165804,0.337747182612607
"618",86750000,22.8849844881612,0.796572182729466,19,0.182746191881756,0.315992436563324
"619",86950000,22.067163421452,0.804665144034911,19,0.18460284453883,0.31920283559227
"620",87150000,22.0245785682735,0.86314233587709,19,0.198018432419994,0.342400168783438
"621",87350000,22.0171065699045,0.823246703237977,18,0.194041108816348,0.336479624986142
"622",87550000,21.983251029358,0.852897355275938,18,0.201029834523896,0.348598519892234
"623",87750000,21.9201145597469,0.913059440905314,18,0.215210174096848,0.373188130675169
"624",87950000,21.5060993317148,1.32004399692997,18,0.311137353897925,0.539531962053674
"625",88150000,20.9131708898565,1.09620645768995,18,0.258378339937682,0.44804447602419
"626",88350000,19.2229515142062,1.17270771579775,18,0.276409859396792,0.479312277690248
"627",88550000,19.7322904839877,0.675651974603291,18,0.159252697654689,0.276154307258663
"628",88750000,19.9522289489587,0.615627674745506,18,0.145104834499551,0.251621012649933
"629",88950000,19.2125247580702,0.775812556787545,18,0.182860773278049,0.317092212019405
"630",89150000,20.9225929948268,0.93826995409508,18,0.221152349041407,0.383492239990683
"631",89350000,22.2701328466293,0.987088174406478,19,0.226453557926415,0.39156827729632
"632",89550000,22.2550200710963,0.779808511298636,19,0.178900341898087,0.309342451168373
"633",89750000,22.357232147013,0.744115494380873,19,0.170711802227844,0.295183378546112
"634",89950000,22.4125234238242,0.652543085716179,19,0.149703650891738,0.258857494761445
"635",90150000,22.4679435043903,0.672817369392564,19,0.154354890560056,0.266900105886183
"636",90350000,22.5239323818109,0.67635667893022,19,0.155166863855032,0.268304115552606
"637",90550000,22.5833658169251,0.626424285873139,19,0.143711587257929,0.248496420923501
"638",90750000,22.6361301484039,0.743743361399439,19,0.170626429066811,0.295035757012146
"639",90950000,22.6930041250773,0.837857217044938,19,0.192217628327111,0.332369808093227
"640",91150000,22.7511331443003,1.03645945978907,19,0.237780107594595,0.411153385968895
"641",91350000,22.7661248031843,1.27361637129474,20,0.284789278347164,0.4911812637536
"642",91550000,21.5276059207551,1.32227523312611,20,0.295669730623437,0.509946978285717
"643",91750000,20.8465186422476,1.2678058406763,20,0.283490004202347,0.488940381933479
"644",91950000,19.4936666848352,1.06683401366865,20,0.238551337527205,0.411433843706324
"645",92150000,17.6031870532256,0.901112382648205,20,0.201494854296819,0.347521851060389
"646",92350000,17.7124469831857,1.01191011554464,20,0.226269980547748,0.390251963276032
"647",92550000,19.0626691163238,1.35589523621421,19,0.311063700667681,0.537870451297749
"648",92750000,20.2841229253819,1.67527466120426,19,0.384334365834932,0.664565162560439
"649",92950000,21.3419405656281,1.60409277350325,18,0.378088292598827,0.655629148283789
"650",93150000,22.135429725369,1.38201342241174,18,0.325743687559389,0.56486027368213
"651",93350000,22.4582376954411,1.21739659893156,17,0.295262045038972,0.513639839504477
"652",93550000,22.7005861204463,1.03867434660958,16,0.259668586652394,0.45335114667814
"653",93750000,22.8275494309868,0.914753701212127,16,0.228688425303032,0.399263388689884
"654",93950000,22.7786940873689,0.753137789306437,15,0.194459341025553,0.34089701695259
"655",94150000,22.7945241372978,1.2292794174521,15,0.317398580775169,0.556415694924228
"656",94350000,22.5433838504267,1.41518140977852,14,0.378223141108783,0.666168252019517
"657",94550000,21.9156344917415,1.83104437012527,14,0.489367192356432,0.861927396013085
"658",94750000,20.4961677944779,1.80508154600903,13,0.500639543886873,0.8865992876209
"659",94950000,19.0983568373145,1.01788008015023,13,0.282309140096542,0.499950684189303
"660",95150000,19.4490641958735,0.841530227260691,13,0.233398491095484,0.413333182453937
"661",95450000,21.3744120343512,1.10540704706591,14,0.29543246021758,0.520348186618137
"662",95750000,21.3742870383228,0.79691356286974,14,0.212984108509422,0.375131069076624
"663",96050000,21.3742054105482,0.819235097598357,14,0.218949789602383,0.385638483652458
"664",96350000,21.3741469573393,0.744883186691846,15,0.192328011795162,0.337160689487154
"665",96650000,21.3741040974294,0.677459852748364,15,0.174919381827903,0.30664248453093
"666",96950000,21.3734994281732,0.632044362826415,15,0.163193152752732,0.28608581447977
"667",97250000,21.3731226224988,0.626459369174647,15,0.161751113592601,0.283557847217179
"668",97550000,21.3730170238553,0.624046179494896,16,0.156011544873724,0.272378009505674
"669",97850000,21.3728758941497,0.695799092215294,16,0.173949773053824,0.303696069266629
"670",98150000,21.3726729463794,0.655025502743329,16,0.163756375685832,0.285899583196055
"671",98450000,21.3723542723503,0.804003723282779,16,0.201000930820695,0.350924244036183
"672",98750000,21.3717808322987,0.814042118994137,17,0.197434214136144,0.343457886868582
"673",99050000,21.3704415466055,0.77088533424966,17,0.186967156373584,0.325249322782616
"674",99350000,21.3687340374156,0.745708989271246,17,0.180860995808114,0.31462700479243
"675",99650000,21.3677871448744,0.73500750482818,18,0.17324293029567,0.3004142605295
"676",100250000,19.619580426072,0.400880958043555,18,0.0944885479603858,0.163849152260241
"677",100550000,19.2311154785499,0.494271925258058,18,0.116501010033368,0.202020161633047
"678",100850000,19.0146631296178,0.544198120911056,18,0.128268727201728,0.22242613170767
"679",101150000,20.356013773943,0.709718410817559,19,0.162820570059159,0.281538390079906
"680",101450000,20.4458799227242,0.811362065881439,19,0.186139223778925,0.321859439347258
"681",101750000,20.8836736162883,0.707692212266086,19,0.162355728231505,0.280734616823542
"682",102050000,21.1421565654435,0.683726955595593,19,0.156857721285048,0.27122783261445
"683",102350000,21.6340028169677,0.694441243877815,19,0.159315747594215,0.275478086557213
"684",102650000,21.982727708595,0.485642236618909,20,0.108592905382492,0.187292164964955
"685",102950000,22.0241843937161,0.423252905223984,20,0.0946422267755105,0.163231175070369
"686",103250000,21.928275788309,0.410741289219339,20,0.0918445443860344,0.158405961215341
"687",103550000,21.9805651473749,0.293185368851166,20,0.0655582414759556,0.113069495047387
"688",103850000,22.0303947605544,0.215712460947123,20,0.0482347726271535,0.0831913922931879
"689",104150000,22.0883500739946,0.227012226935866,21,0.049538129219719,0.0852423842734092
"690",104450000,22.1199262059183,0.21384182236829,21,0.0466641113214281,0.0802969383723708
"691",104750000,22.0465115081844,0.278530499034602,21,0.060780337865709,0.104587335012927
"692",105050000,21.9760555035662,0.348317080113343,21,0.0760090183554949,0.130791978884916
"693",105350000,21.9615111587668,0.334599120465559,22,0.0713367721752144,0.122495537027114
"694",105650000,21.8639703616474,0.526575450055878,22,0.112266263167191,0.192777382230234
"695",105950000,21.764168612664,0.593526937685566,22,0.126540368290914,0.217288081542748
"696",106250000,21.5275652798233,0.791256795460238,22,0.168696515613367,0.289676272763043
"697",106550000,21.0302400648574,1.10031224975365,22,0.234587359862332,0.402820365288317
"698",107150000,19.6668203839787,0.916055338247138,23,0.191010742098458,0.327367872376381
"699",107450000,19.1559767194029,0.635741970221517,23,0.13256136441223,0.227193148145422
"700",107750000,19.1805675491922,0.589410819327701,23,0.122900651631016,0.210635927571957
"701",108350000,19.5987779910427,0.557735175424864,22,0.118909538937303,0.204184845846338
"702",108650000,19.9785547405214,0.543712879515403,22,0.115919975404456,0.199051333644057
"703",109250000,20.5136367362225,0.504232085200509,21,0.11003246182175,0.189337577758696
"704",109550000,20.3806584525354,0.458849785279217,20,0.102601931134551,0.176959422386663
"705",109850000,20.5758889648613,0.60682354548297,20,0.135689869804736,0.234026793831774
"706",110150000,20.8111227921429,0.585516381782263,19,0.134326670419814,0.232268653285317
"707",110450000,21.0355732054883,0.632114236081853,18,0.148990754272677,0.258359444706746
"708",110750000,21.2542159550478,0.633835419147908,18,0.149396441011901,0.259062931316922
"709",111050000,21.4668754391342,0.596025294422125,17,0.144557367320134,0.251472968493811
"710",111350000,21.6762889805152,0.448014279676379,16,0.112003569919095,0.195545204406413
"711",111650000,21.8732292196646,0.561075980775728,15,0.144869195300093,0.253962994349724
"712",111950000,22.0589771700645,0.513991826233682,15,0.132712118872652,0.232651027194418
"713",112250000,22.2248367332283,0.418964442705128,14,0.111972957274519,0.1972191045803
"714",112550000,22.373532610459,0.375967435380799,13,0.104274605090013,0.184663380507246
"715",112850000,22.5081310797246,0.380090186218499,13,0.105418050439343,0.186688346062861
"716",113150000,22.6196682834097,0.321226992112741,12,0.0927302451836324,0.165271962023098
"717",113450000,22.7126933307635,0.366057458949974,11,0.110370476640726,0.19821266343221
"718",113750000,22.7640519027608,0.242274043208396,11,0.0730483725240548,0.131186463246988
"719",114050000,22.7466455106094,0.168856165440244,10,0.053397007975338,0.0967800010297651
"720",114350000,22.7410656164272,0.247747586907769,9,0.0825825289692563,0.151383101865002
"721",114650000,22.698001833367,0.532816157944701,9,0.177605385981567,0.325570729952213
"722",115250000,22.3823362698289,1.26995471623177,8,0.44899679582366,0.834931110531548
"723",115550000,22.0967200962383,1.06346062922232,7,0.401950336290076,0.761526507443911
"724",115850000,21.6854062225073,0.770767384097469,6,0.314664466903095,0.611449787064955
"725",116150000,21.0825281231349,0.587435160675635,6,0.239819400104193,0.466012329167476
"726",116450000,20.1228064285873,0.781359280811632,5,0.349434493349031,0.704127407409414
"727",116750000,18.7577230039678,0.448187330080912,4,0.224093665040456,0.477733359652657
"728",117050000,18.7633574946837,0.477024731651683,4,0.238512365825842,0.508471820584987
"729",117350000,19.0108056815897,0.324537490241912,3,0.187371807353294,0.440953960137973
"730",117650000,19.2346400928149,0.328795336587628,2,0.232493412123625,0.678877410928221
"731",117950000,19.4693154705202,0.296263765088256,2,0.209490117313764,0.6117081217828
"732",118250000,19.6977281400334,NA,1,NA,NA
"733",118850000,20.1911209728207,NA,1,NA,NA
