"D","d18Oc","YEARMARKER","mean.day","se.day","mean.GR","se.GR","year","day_new","day_new_lower","day_new_upper"
13.6,-1.12,0,2812.693957,11.36587975,1.24802e-07,0.001205978042,7,2808.1034473,2808.1034473,2808.1034473
13.8,-0.4,1,2941.294887,8.369892623,0.001194523433,0.000461464994,8,2923.82918748244,2880.99089770569,2959.38948861681
14,-0.9,0,3006.554841,4.125692302,0.003571669298,0.00045420554,8,2965.07301629293,2921.10580723378,3003.91169189787
14.2,-1.24,0,3035.745095,4.870775907,0.007118938942,0.0004585323,8,2985.49056770763,2940.38726989448,3026.66167219563
14.4,-1.52,0,3055.945702,5.523677565,0.009093367611,0.000421975867,8,3001.48614161483,2956.60712528822,3044.35189437466
14.6,-1.56,0,3075.820807,11.15906442,0.01044316713,0.000514633856,8,3015.42042737531,2970.82854109054,3058.96348222789
14.8,-1.53,0,3097.459722,10.60308195,0.01017022078,0.000694575744,8,3029.75897367276,2984.69041971659,3074.11871582712
15,-1.71,0,3117.928037,6.47331393,0.007862187166,0.000735305412,8,3048.396409398,3002.57391848411,3094.27825749326
15.2,-1.61,0,3145.282114,7.68359399,0.00466450734,0.000654164305,8,3079.93520912342,3034.11446422059,3126.26045207601
15.4,-1.08,0,3181.530791,20.94549836,0.001525162002,0.000785174278,8,3173.1034473,3173.1034473,3173.1034473
15.6,-0.49,1,3268.356333,9.333091685,0.005078186999,0.000412371189,9,3215.58696835825,3209.00340142804,3223.38447366977
15.8,-0.94,0,3359.30162,12.45305068,0.003769173098,0.000408030584,9,3273.04572535018,3260.29073745831,3286.90579324958
16,-1.27,0,3383.277413,21.86733173,0.004002181533,0.000390344086,9,3326.99709465021,3311.63190951711,3342.10318490855
16.2,-1.82,0,3436.937721,7.133823977,0.003457580274,0.000315035349,9,3389.28286062554,3370.85231157235,3404.74107364926
16.4,-1.73,0,3497.537063,13.28595008,0.003872211613,0.00069399649,9,3446.29037111053,3432.7474425966,3458.30738467095
16.6,-1.15,0,3566.899991,12.19481842,0.007675651029,0.000818626618,9,3474.53017404516,3460.94169753559,3485.08404837103
16.8,-0.89,0,3593.673513,8.52314891,0.007200602971,0.000797237088,9,3504.75485856259,3492.95571082334,3513.12852900347
17,-1.09,0,3615.534646,14.04729366,0.0065645494,0.001000571842,9,3538.1034473,3538.1034473,3538.1034473
17.2,-0.55,1,3650.342861,5.877221119,0.005667047731,0.000910394332,10,3583.14407748257,3572.29580977248,3598.55235530755
17.4,-0.85,0,3698.601975,11.65717166,0.007638676361,0.000714609647,10,3616.04181125811,3604.58534751802,3631.17841510428
17.6,-1.08,0,3729.117239,9.709413109,0.007587993033,0.000529010746,10,3649.06614047431,3637.21526440233,3663.98022742819
17.8,-1.38,0,3766.631686,7.846909464,0.007068542832,0.000385149267,10,3684.47795029062,3671.74924369709,3698.29068218912
18,-1.64,0,3799.495894,6.344009933,0.007166115844,0.000498789162,10,3719.47077869609,3705.61847493388,3732.87171109794
18.2,-1.59,0,3855.273226,9.194539096,0.007261759366,0.000558679632,10,3754.0815224168,3738.96463716329,3767.50992010932
18.4,-1.56,0,3861.337887,9.804404738,0.006105943559,0.000522450317,10,3795.31972285261,3779.5492263242,3808.20155558747
18.6,-1.23,0,3911.127649,7.736391057,0.004731506358,0.000445540567,10,3848.34658831857,3833.0145517996,3859.65150053714
18.8,-0.8,0,3964.686792,9.909617934,0.004635491441,0.000661923923,10,3903.1034473,3903.1034473,3903.1034473
19,-0.49,1,4026.71486,5.702643461,0.005698162194,0.000926329156,11,3945.48291300367,3930.96025981525,3963.7781442173
19.2,-1.09,0,4055.871541,14.6579039,0.01304926092,0.00093798282,11,3963.68208620306,3944.24018596225,3982.69501010903
19.4,-0.92,0,4078.369708,14.94867764,0.009354675638,0.001024424027,11,3989.24535209271,3963.13158485279,4011.18364673997
19.6,-0.86,0,4082.302895,21.20229895,0.01169342271,0.001539656007,11,4009.80326590512,3977.13408277328,4033.93686738831
19.8,-1.49,0,4151.050957,22.87142634,0.003494385386,0.001418941431,11,4085.24210541647,4046.33789066658,4138.54460743615
20,-1.5,0,4215.283867,12.66453183,0.006329949566,0.000713438068,11,4123.04503511669,4082.51218870104,4167.50197731578
20.2,-1.33,0,4258.690653,8.719274292,0.003794293294,0.000981589854,11,4189.50562935309,4168.6854338653,4213.88949952705
20.4,-0.96,0,4280.192671,16.5430246,0.007343351713,0.001374038506,11,4222.91923380122,4212.39946240856,4236.76975545969
20.6,-0.85,0,4309.743685,12.3339682,0.01012937301,0.000507827742,11,4246.30417237437,4239.34485719477,4253.46920323539
20.8,-0.67,0,4319.877315,9.996923691,0.01095672195,0.001163231971,11,4268.1034473,4268.1034473,4268.1034473
21,-0.24,1,4371.300956,0,0,0,12,4319.5270883,4319.5270883,4319.5270883
