"D","d18Oc","YEARMARKER","mean.day","se.day","mean.GR","se.GR","year","day_new","day_new_lower","day_new_upper"
13.2,-1.24,0,2771.153825,9.766507946,0.01322504295,0.001014793391,7,2798.45903664897,2697.30187247959,2884.14465685742
13.4,-1.54,0,2789.048363,9.408715181,0.008627375989,0.0008116367,7,2821.13117455779,2715.11694791677,2910.76824502726
13.6,-1.12,0,2812.693957,11.36587975,1.24802e-07,0.001205978042,7,2884.15366393605,2849.36452003183,2917.19770650437
13.8,-0.4,1,2941.294887,8.369892623,0.001194523433,0.000461464994,8,3000.39383798597,2943.13280184238,3052.59263206667
14,-0.9,0,3006.554841,4.125692302,0.003571669298,0.00045420554,8,3041.59376444171,2983.33879912838,3097.14523032965
14.2,-1.24,0,3035.745095,4.870775907,0.007118938942,0.0004585323,8,3062.09078248017,3002.47372888873,3120.84574206485
14.4,-1.52,0,3055.945702,5.523677565,0.009093367611,0.000421975867,8,3078.12318691887,3019.25448945724,3139.25283440567
14.6,-1.56,0,3075.820807,11.15906442,0.01044316713,0.000514633856,8,3092.08505504796,3033.14895045974,3155.09596838419
14.8,-1.53,0,3097.459722,10.60308195,0.01017022078,0.000694575744,8,3106.44492278692,3047.18635864137,3170.48458962978
15,-1.71,0,3117.928037,6.47331393,0.007862187166,0.000735305412,8,3125.07996917432,3065.06699869445,3193.88695809572
15.2,-1.61,0,3145.282114,7.68359399,0.00466450734,0.000654164305,8,3156.81042175382,3095.55642975204,3231.29065184026
15.4,-1.08,0,3181.530791,20.94549836,0.001525162002,0.000785174278,8,3249.15366393605,3214.36452003183,3282.19770650437
15.6,-0.49,1,3268.356333,9.333091685,0.005078186999,0.000412371189,9,3291.64755305843,3257.33549207881,3324.89100758665
15.8,-0.94,0,3359.30162,12.45305068,0.003769173098,0.000408030584,9,3349.14826171173,3312.12571930192,3385.54125303503
16,-1.27,0,3383.277413,21.86733173,0.004002181533,0.000390344086,9,3403.09629178673,3364.99095700489,3440.64503695553
16.2,-1.82,0,3436.937721,7.133823977,0.003457580274,0.000315035349,9,3465.59367635194,3425.6767693599,3503.09423047093
16.4,-1.73,0,3497.537063,13.28595008,0.003872211613,0.00069399649,9,3522.48256054245,3486.10097116673,3557.13282252825
16.6,-1.15,0,3566.899991,12.19481842,0.007675651029,0.000818626618,9,3550.65987797845,3513.91424713628,3584.20365488824
16.8,-0.89,0,3593.673513,8.52314891,0.007200602971,0.000797237088,9,3580.852225802,3544.56622164569,3614.04581645843
17,-1.09,0,3615.534646,14.04729366,0.0065645494,0.001000571842,9,3614.15366393605,3579.36452003183,3647.19770650437
17.2,-0.55,1,3650.342861,5.877221119,0.005667047731,0.000910394332,10,3659.30075410945,3622.04976023044,3694.55949916502
17.4,-0.85,0,3698.601975,11.65717166,0.007638676361,0.000714609647,10,3692.18364496632,3655.29148612489,3727.53035647484
17.6,-1.08,0,3729.117239,9.709413109,0.007587993033,0.000529010746,10,3725.13515258044,3687.81457029625,3760.04059721107
