"","Depth","Yearmarker","YEsin","YEweight","YEcount","YE18O","YEcombined","peakid"
"83",16400,1,0.91455531355714,0.204545454545455,1,0.904508497187474,0.853110599339269,1
"84",16600,0,0.284814562128896,0,0.857142857142857,0.654508497187474,0.471862994534979,0
"85",16800,0,0.200077708134425,0,1,0.345491502812526,0.393914669980251,0
"86",17000,0,0.266112598099638,0,1,0.0954915028125263,0.336760583104302,0
"87",17200,0,0.243886186559125,0,0.785714285714286,0,0.233614044987584,0
"88",17400,0,0.230902326778035,0,0.5,0,0.140814819340398,0
"89",17600,0,0.086154159891487,0,0.285714285714286,0,0.0292705507992159,0
"90",17800,0,0.707981132435172,0.0681818181818182,0.714285714285714,0,0.376789876715556,0
"91",18000,0,0.842358129019342,0.0681818181818182,0.785714285714286,0,0.440729334102502,0
"92",18200,0,0.907931620769872,0.431818181818182,0.785714285714286,0,0.574075800495815,0
"93",18400,1,1,1,0.642857142857143,0.853553390593274,1,1
"94",18600,0,0.914447493068259,0.0227272727272727,0.642857142857143,0.5,0.559960978711566,0
"95",18800,0,0.774535661213421,0,0.642857142857143,0.146446609406726,0.399590837284272,0
"96",19000,0,0.622110843544761,0,0.642857142857143,0,0.306737776698081,0
"97",19200,0,0.388728120845139,0,0.714285714285714,0,0.256422031337911,0
"98",19400,0,0.298282137419587,0,0.357142857142857,0,0.117365601160935,0
"99",19600,0,0.409316812105835,0,0.142857142857143,0,0.0852876767861229,0
"100",19800,0,0.642410504649137,0.0681818181818182,0.142857142857143,0,0.1788876355518,0
"101",20000,1,0.583171621760403,0,0,0,0.0949179993008472,0
"102",20200,0,0.512363282409205,0,0,0,0.072919338913262,0
"103",20400,0,0.482243632190891,0,0,0,0.0635617976657656,0
