"","D","mean.day","sd.day","N","se.day","CL95.day"
"692",105050000,6402.36052204415,27.3998956651751,21,5.97914742474083,10.2885754959887
"693",105350000,6408.65619512489,24.0488687922823,22,5.12723605405667,8.80420454634297
"694",105650000,6416.46862602011,30.2179292456159,22,6.44248416194846,11.0626754357236
"695",105950000,6425.67154236884,29.5082793587516,22,6.29118629770732,10.8028751592862
"696",106250000,6433.29011894873,37.5849841966346,22,8.01314555493679,13.7597278107497
"697",106550000,6441.24812069465,58.8834250742195,22,12.5539884072955,21.5570105696223
"698",107150000,6531.08326916335,71.3969622998388,23,14.887295759406,25.5149123271952
"699",107450000,6539.12959202597,53.819149214327,23,11.2220683634757,19.2331834505919
"700",107750000,6612.81935455396,34.6399440081975,23,7.22292762783918,12.3791700083311
"701",108350000,6669.17040491812,29.509037658758,22,6.29134796781189,10.8031527701968
"702",108650000,6667.36357900159,23.7283961816783,22,5.05891106390355,8.68688067387195
"703",109250000,6666.15965512181,18.3841963156445,21,4.01176053368424,6.90320846611794
"704",109550000,6660.87267222822,16.0069753273632,20,3.5792684946146,6.17322966897343
"705",109850000,6662.09856411804,18.9206816825618,20,4.23079304228433,7.29692594205012
"706",110150000,6668.51391090513,18.2907905575696,19,4.19619513883756,7.2557786981105
"707",110450000,6674.10265557315,19.6066767536268,18,4.62133802967405,8.01369409113537
"708",110750000,6680.15726610538,20.0059202540812,18,4.71544062517937,8.17687397728941
"709",111050000,6685.69574785034,19.3866244575178,17,4.70194708014874,8.1795387662758
"710",111350000,6690.491444081,16.2524165220906,16,4.06310413052266,7.09370717649011
"711",111650000,6697.86823724759,19.8176841390767,15,5.11690404206952,8.97019045099473
"712",111950000,6703.87152675903,19.629387355762,15,5.06828602167472,8.88496061304857
"713",112250000,6708.07059010156,18.9825552901736,14,5.07330130152305,8.9356570042125
"714",112550000,6712.62331822081,20.0986599954987,13,5.57436532168363,9.87182970960065
"715",112850000,6721.41618788437,21.4855692808675,13,5.95902474805398,10.5530359338411
"716",113150000,6727.64101748855,22.2750799678059,12,6.43026170781658,11.4605754214098
"717",113450000,6730.36643964554,36.9877449900486,11,11.152224724849,20.0281110781322
"718",113750000,6739.04571857232,31.7461902938499,11,9.57183652072023,17.1899158946784
"719",114050000,6749.11237718793,23.6389749646273,10,7.47530024399205,13.5486910735802
"720",114350000,6757.43700158181,25.1790591827659,9,8.39301972758864,15.3853530066817
"721",114650000,6765.33279314128,33.6590147806704,9,11.2196715935568,20.5669250983048
"722",115250000,6787.21764856156,54.6308305526701,8,19.3149153728231,35.9170129766086
"723",115550000,6798.31700593726,45.0213774067498,7,17.0164811856917,32.2390611883282
"724",115850000,6810.69720226387,24.7671909809962,6,10.1111633775837,19.6478132883891
"725",116150000,6826.76505634185,16.85437674213,6,6.88077049180847,13.3705775344338
"726",116450000,6847.37380606057,32.322800227045,5,14.4551957061636,29.1279185939155
"727",116750000,6890.04099751716,48.641737678646,4,24.320868839323,51.8483660757827
"728",117050000,6965.65906861706,40.3342181106169,4,20.1671090553084,42.9931866290583
"729",117350000,6996.97158575963,17.1731760518616,3,9.91493781638313,23.3334521154099
"730",117650000,7002.59302890413,9.2896657642767,2,6.56878565687656,19.1807593985139
"731",117950000,7008.19202983316,7.03156213091462,2,4.97206526510426,14.518358878682
"732",118250000,7013.80459939533,NA,1,NA,NA
"733",118850000,7025.03108217867,NA,1,NA,NA
