"","D","mean.GR","sd.GR","N","se.GR","CL95.GR"
"678",100850000,51793.0602466909,15004.8064407539,18,3536.66679488289,6132.80517773911
"679",101150000,33340.2811180816,16808.1576072245,19,3856.05581247348,6667.63262840559
"680",101450000,33256.1316574118,20577.239432663,19,4720.74248547465,8162.79072637716
"681",101750000,32838.0674574727,23172.5473502095,19,5316.14695599864,9192.3241324867
"682",102050000,33377.3751090532,22172.8665675549,19,5086.80445560966,8795.76048998775
"683",102350000,33464.569122752,23067.73465695,19,5292.10127505557,9150.74595659267
"684",102650000,33478.405514247,22143.1433410511,20,4951.3573746112,8539.6963912123
"685",102950000,33480.0651122287,21481.4236742345,20,4803.39235890616,8284.49842931177
"686",103250000,40491.7723966447,19915.7514147827,20,4453.29739864416,7680.68326459327
"687",103550000,41996.8310558093,18107.9567263629,20,4049.06221737719,6983.49147303174
"688",103850000,55882.0789948677,16162.4398019836,20,3614.03140794836,6233.18589977723
"689",104150000,51350.006715521,14436.7906995562,21,3150.36600823576,5420.96994993146
"690",104450000,53816.6381364087,12103.8448752943,21,2641.27549243044,4544.95605797063
"691",104750000,49503.7908939359,10933.7843063371,21,2385.94734362428,4105.60195802434
"692",105050000,52936.8233349774,10020.3608333948,21,2186.62200046679,3762.61428843553
"693",105350000,50792.4500296163,10213.6584818294,22,2177.55930493759,3739.18371035293
"694",105650000,47944.3135795841,12752.4154026105,22,2718.82409910087,4668.61350670049
"695",105950000,42368.1107292577,13331.4425617498,22,2842.27310421872,4880.59327136145
"696",106250000,36999.0173555812,15476.8579379562,22,3299.67719930628,5666.02214005953
"697",106550000,34500.793835915,19475.7930404281,22,4152.25302781289,7130.01792771223
"698",107150000,31580.9279162971,22946.2105596223,23,4784.6156496699,8200.21653318219
"699",107450000,24853.5526257462,24105.7494406713,23,5026.39622002824,8614.59736868178
"700",107750000,52537.3263488673,25517.3063061303,23,5320.72617273765,9119.04109439358
"701",108350000,56018.4169484612,23667.4696011998,22,5045.92147330044,8664.57567144231
"702",108650000,80434.0729028525,20513.1388734152,22,4373.41590251424,7509.78651382742
"703",109250000,52941.9589695605,16847.0742869772,21,3676.3330075532,6326.02393112021
"704",109550000,54859.7902817058,14537.9832198796,20,3250.7918735402,5606.70004823343
"705",109850000,55427.7892013961,13380.495909333,20,2991.96984259265,5160.30496978838
"706",110150000,53831.0744501706,11850.9778422932,19,2718.80077877346,4701.16763456703
"707",110450000,53514.5124061542,11183.4646359029,18,2635.96789373562,4570.93599273923
"708",110750000,53324.6762517437,10767.5535818637,18,2537.93671817511,4400.94369888581
"709",111050000,54556.2462234605,10589.7149626843,17,2568.38313743124,4467.97658101317
"710",111350000,52702.0925894062,10198.4588289011,16,2549.61470722526,4451.33069813844
"711",111650000,49290.9970703633,11415.0857965404,15,2947.36247903531,5166.8748422278
"712",111950000,48263.6407784812,11798.0061554173,15,3046.23209055893,5340.19824987646
"713",112250000,48904.4198024952,11793.5192192296,14,3151.95059304935,5551.5625269995
"714",112550000,49530.5619132807,12275.1734250413,13,3404.52055378455,6029.17914602079
"715",112850000,48594.0583909435,13148.7210246219,13,3646.79906623429,6458.23825484804
"716",113150000,48499.6154258525,13701.9213726362,12,3955.40399645329,7049.66732044428
"717",113450000,52872.287013648,15667.100933359,11,4723.80866805261,8483.41627341826
"718",113750000,53257.2026536348,15274.5856209571,11,4605.46084844295,8270.87722085454
"719",114050000,51572.8074627509,13714.3744090253,10,4336.86598168455,7860.40098664774
"720",114350000,55384.6047595436,12737.0045387972,9,4245.66817959907,7782.78924779011
"721",114650000,53753.6463375788,12286.2128717673,9,4095.40429058909,7507.33856953471
"722",115250000,29463.7735271254,13627.2043504462,8,4817.94430240766,8959.19887247532
"723",115550000,26634.4900593391,10294.3419391215,7,3890.89552599683,7371.60741819403
"724",115850000,23236.6232811509,6969.27110989264,6,2845.19301639286,5528.72296371446
"725",116150000,18158.602128255,6055.06045971504,6,2471.968081334,4803.47962971147
"726",116450000,9347.65079084214,6779.65962380063,5,3031.95595662577,6109.53791841613
"727",116750000,10038.2486146983,5391.04056821944,4,2695.52028410972,5746.4362551576
"728",117050000,18068.9983288832,16739.6959898075,4,8369.84799490376,17843.2335499781
"729",117350000,54098.6363618353,16714.3254623994,3,9650.02030503932,22710.0049309747
"730",117650000,54077.0565375339,13248.7986918824,2,9368.31539760548,27355.3458732138
"731",117950000,53949.4707038634,8375.55271681183,2,5922.41012224305,17293.3521578906
"732",118250000,53754.1366070555,NA,1,NA,NA
"733",118850000,53144.5066259256,NA,1,NA,NA
